cam,clock,file,station,window_start,window_end,edge,n_corners,spread,bw_IR,settled_run
CH04,15:30:13.6,153013.npz,V64,15:29:38,15:30:18,0,83,1,0,CH04-w51-r1
CH04,15:30:15.6,153015.npz,V64,15:29:38,15:30:18,0,83,1,0,CH04-w51-r1
CH04,15:30:17.7,153017.npz,V64,15:29:38,15:30:18,0,85,1,0,CH04-w51-r1
CH04,15:30:19.6,153019.npz,,,,0,85,1,0,
CH04,15:30:21.6,153021.npz,,,,0,87,1,0,
CH04,15:30:25.6,153025.npz,,,,0,13,1,0,
CH04,15:30:27.6,153027.npz,,,,0,81,1,0,
CH04,15:30:29.7,153029.npz,,,,0,83,1,0,
CH04,15:30:31.6,153031.npz,,,,0,77,1,0,
CH04,15:30:33.6,153033.npz,T71,15:30:34,15:30:42,1,83,1,0,CH04-w52-r1
CH04,15:30:35.6,153035.npz,T71,15:30:34,15:30:42,0,84,1,0,CH04-w52-r1
CH04,15:30:37.6,153037.npz,T71,15:30:34,15:30:42,0,87,1,0,CH04-w52-r1
CH04,15:30:39.7,153039.npz,T71,15:30:34,15:30:42,0,85,1,0,CH04-w52-r1
CH04,15:30:41.6,153041.npz,T71,15:30:34,15:30:42,0,85,1,0,CH04-w52-r1
CH04,15:30:47.6,153047.npz,,,,0,85,1,0,
CH04,15:30:49.7,153049.npz,,,,0,83,1,0,
CH04,15:30:51.6,153051.npz,T72,15:30:52,15:31:00,1,88,1,0,CH04-w53-r1
CH04,15:30:53.6,153053.npz,T72,15:30:52,15:31:00,0,84,1,0,CH04-w53-r1
CH04,15:30:55.7,153055.npz,T72,15:30:52,15:31:00,0,84,1,0,CH04-w53-r1
CH04,15:30:57.7,153057.npz,T72,15:30:52,15:31:00,0,88,1,0,CH04-w53-r1
CH04,15:30:59.6,153059.npz,T72,15:30:52,15:31:00,0,88,1,0,CH04-w53-r1
CH04,15:31:01.6,153101.npz,,,,0,87,1,0,
CH04,15:31:03.6,153103.npz,,,,0,84,1,0,
CH04,15:31:07.6,153107.npz,,,,0,74,1,0,
CH04,15:31:09.6,153109.npz,,,,0,88,1,0,
CH04,15:31:11.7,153111.npz,T73,15:31:12,15:31:26,1,88,1,0,CH04-w54-r1
CH04,15:31:13.7,153113.npz,T73,15:31:12,15:31:26,0,88,1,0,CH04-w54-r1
CH04,15:31:15.7,153115.npz,T73,15:31:12,15:31:26,0,88,1,0,CH04-w54-r1
CH04,15:31:17.7,153117.npz,T73,15:31:12,15:31:26,0,88,1,0,CH04-w54-r1
CH04,15:31:19.7,153119.npz,T73,15:31:12,15:31:26,0,88,1,0,CH04-w54-r1
CH04,15:31:21.7,153121.npz,T73,15:31:12,15:31:26,0,88,1,0,CH04-w54-r1
CH04,15:31:23.7,153123.npz,T73,15:31:12,15:31:26,0,88,1,0,CH04-w54-r1
CH04,15:31:25.7,153125.npz,T73,15:31:12,15:31:26,0,88,1,0,CH04-w54-r1
CH04,15:31:27.6,153127.npz,,,,0,58,1,0,
CH04,15:31:29.7,153129.npz,,,,0,87,1,0,
CH04,15:31:31.7,153131.npz,T74,15:31:32,15:31:46,1,88,1,0,CH04-w55-r1
CH04,15:31:33.7,153133.npz,T74,15:31:32,15:31:46,0,88,1,0,CH04-w55-r1
CH04,15:31:35.6,153135.npz,T74,15:31:32,15:31:46,0,88,1,0,CH04-w55-r1
CH04,15:31:37.7,153137.npz,T74,15:31:32,15:31:46,0,88,1,0,CH04-w55-r1
CH04,15:31:39.7,153139.npz,T74,15:31:32,15:31:46,0,88,1,0,CH04-w55-r1
CH04,15:31:41.7,153141.npz,T74,15:31:32,15:31:46,0,88,1,0,CH04-w55-r1
CH04,15:31:43.7,153143.npz,T74,15:31:32,15:31:46,0,88,1,0,CH04-w55-r1
CH04,15:31:45.7,153145.npz,T74,15:31:32,15:31:46,0,88,1,0,CH04-w55-r1
CH04,15:31:47.7,153147.npz,,,,0,86,1,0,
CH04,15:31:49.7,153149.npz,,,,0,82,1,0,
CH04,15:31:51.7,153151.npz,T75,15:31:52,15:32:08,1,88,1,0,CH04-w56-r1
CH04,15:31:53.7,153153.npz,T75,15:31:52,15:32:08,0,87,1,0,CH04-w56-r1
CH04,15:31:55.7,153155.npz,T75,15:31:52,15:32:08,0,83,1,0,CH04-w56-r1
CH04,15:31:57.7,153157.npz,T75,15:31:52,15:32:08,0,78,1,0,CH04-w56-r1
CH04,15:31:59.7,153159.npz,T75,15:31:52,15:32:08,0,84,1,0,CH04-w56-r1
CH04,15:32:01.7,153201.npz,T75,15:31:52,15:32:08,0,79,1,0,CH04-w56-r1
CH04,15:32:03.6,153203.npz,T75,15:31:52,15:32:08,0,84,1,0,CH04-w56-r1
CH04,15:32:05.7,153205.npz,T75,15:31:52,15:32:08,0,74,1,0,CH04-w56-r1
CH04,15:32:07.7,153207.npz,T75,15:31:52,15:32:08,0,81,1,0,CH04-w56-r1
CH04,15:32:09.8,153209.npz,,,,0,33,1,0,
CH04,15:41:44.2,154144.npz,,,,0,84,1,0,
CH04,15:41:46.2,154146.npz,,,,0,88,1,0,
CH04,15:41:48.2,154148.npz,,,,0,82,1,0,
CH04,15:41:50.2,154150.npz,,,,0,85,1,0,
CH04,15:41:52.2,154152.npz,,,,0,15,1,0,
CH04,15:41:56.2,154156.npz,,,,0,72,1,0,
CH04,15:41:58.3,154158.npz,,,,0,88,1,0,
CH04,15:42:00.2,154200.npz,,,,0,88,1,0,
CH04,15:42:02.3,154202.npz,,,,0,88,1,0,
CH04,15:42:04.2,154204.npz,,,,0,88,1,0,
CH04,15:42:06.3,154206.npz,,,,0,88,1,0,
CH04,15:42:08.3,154208.npz,,,,0,86,1,0,
CH04,15:42:10.2,154210.npz,,,,0,88,1,0,
CH04,15:42:12.2,154212.npz,,,,0,88,1,0,
CH04,15:42:14.3,154214.npz,,,,0,88,1,0,
CH04,15:42:16.3,154216.npz,,,,0,88,1,0,
CH04,15:42:18.3,154218.npz,,,,0,88,1,0,
CH04,15:42:20.2,154220.npz,,,,0,33,1,0,
CH04,15:42:22.3,154222.npz,,,,0,40,1,0,
CH04,15:42:24.3,154224.npz,,,,0,69,1,0,
CH04,15:42:26.3,154226.npz,,,,0,79,1,0,
CH04,15:42:27.3,154227.npz,,,,0,42,1,0,
CH04,15:42:29.3,154229.npz,,,,0,15,1,0,
CH04,15:42:31.3,154231.npz,,,,0,64,1,0,
CH04,15:42:33.3,154233.npz,,,,0,86,1,0,
CH04,15:42:37.3,154237.npz,,,,0,86,1,0,
CH04,15:42:39.3,154239.npz,,,,0,88,1,0,
CH04,15:42:43.3,154243.npz,,,,0,88,1,0,
CH04,15:42:45.3,154245.npz,,,,0,86,1,0,
CH04,15:42:49.3,154249.npz,,,,0,20,1,0,
CH04,15:42:51.3,154251.npz,,,,0,85,1,0,
CH04,15:42:53.3,154253.npz,,,,0,85,1,0,
CH04,15:42:57.3,154257.npz,,,,0,88,1,0,
CH04,15:42:59.3,154259.npz,,,,0,88,1,0,
CH04,15:43:01.3,154301.npz,,,,0,88,1,0,
CH04,15:43:03.3,154303.npz,,,,0,88,1,0,
CH04,15:43:05.3,154305.npz,,,,0,61,1,0,
CH04,15:43:07.3,154307.npz,,,,0,86,1,0,
CH04,15:43:09.3,154309.npz,,,,0,88,1,0,
CH04,15:43:11.3,154311.npz,,,,0,88,1,0,
CH04,15:43:15.3,154315.npz,,,,0,17,1,0,
CH04,15:43:17.3,154317.npz,,,,0,20,1,0,
CH04,15:43:19.4,154319.npz,,,,0,88,1,0,
CH04,15:43:21.3,154321.npz,,,,0,88,1,0,
CH04,15:43:25.4,154325.npz,,,,0,88,1,0,
CH04,15:43:27.3,154327.npz,,,,0,70,1,0,
CH04,15:43:29.3,154329.npz,,,,0,74,1,0,
CH04,15:43:31.4,154331.npz,,,,0,73,1,0,
CH04,15:43:33.7,154333.npz,,,,0,73,1,0,
CH04,15:43:35.6,154335.npz,,,,0,63,1,0,
CH04,15:43:37.6,154337.npz,,,,0,72,1,0,
CH04,15:43:39.6,154339.npz,,,,0,87,1,0,
CH04,15:43:41.7,154341.npz,,,,0,87,1,0,
CH04,15:43:43.6,154343.npz,,,,0,87,1,0,
CH04,15:43:45.7,154345.npz,,,,0,87,1,0,
CH04,15:43:51.7,154351.npz,,,,0,82,1,0,
CH04,15:43:53.7,154353.npz,,,,0,87,1,0,
CH04,15:43:55.7,154355.npz,,,,0,85,1,0,
CH04,15:43:57.7,154357.npz,,,,0,70,1,0,
CH04,15:44:01.7,154401.npz,,,,0,43,1,0,
CH04,15:44:03.6,154403.npz,,,,0,88,1,0,
CH04,15:44:07.6,154407.npz,,,,0,86,1,0,
CH04,15:44:15.7,154415.npz,,,,0,78,1,0,
CH04,15:44:17.7,154417.npz,,,,0,41,1,0,
CH04,15:44:21.6,154421.npz,,,,0,83,1,0,
CH04,15:44:23.7,154423.npz,,,,0,84,1,0,
CH04,15:44:25.7,154425.npz,,,,0,84,1,0,
CH04,15:44:27.7,154427.npz,,,,0,84,1,0,
CH04,15:44:29.7,154429.npz,,,,0,84,1,0,
CH04,15:44:31.7,154431.npz,,,,0,86,1,0,
CH04,15:44:33.7,154433.npz,,,,0,86,1,0,
CH04,15:44:35.7,154435.npz,,,,0,87,1,0,
CH04,15:44:43.7,154443.npz,,,,0,88,1,0,
CH04,15:44:45.7,154445.npz,,,,0,88,1,0,
CH04,15:44:47.7,154447.npz,,,,0,88,1,0,
CH04,15:44:49.7,154449.npz,,,,0,88,1,0,
CH04,15:44:51.7,154451.npz,,,,0,88,1,0,
CH04,15:44:57.7,154457.npz,,,,0,88,1,0,
CH04,15:44:59.7,154459.npz,,,,0,88,1,0,
CH04,15:45:01.7,154501.npz,,,,0,88,1,0,
CH04,15:45:03.7,154503.npz,,,,0,88,1,0,
CH04,15:45:07.7,154507.npz,,,,0,88,1,0,
CH04,15:45:09.7,154509.npz,,,,0,60,1,0,
CH04,15:45:11.7,154511.npz,,,,0,63,1,0,
CH04,15:45:13.7,154513.npz,,,,0,69,1,0,
CH04,15:45:15.7,154515.npz,,,,0,69,1,0,
CH04,15:45:21.7,154521.npz,,,,0,88,1,0,
CH04,15:45:23.7,154523.npz,,,,0,88,1,0,
CH05,15:07:10.8,150710.npz,,,,0,26,1,0,
CH05,15:07:12.8,150712.npz,T22,15:07:14,15:08:53,1,62,1,0,
CH05,15:07:14.8,150714.npz,T22,15:07:14,15:08:53,0,67,1,0,
CH05,15:07:16.8,150716.npz,T22,15:07:14,15:08:53,0,65,1,0,CH05-w11-r1
CH05,15:07:18.8,150718.npz,T22,15:07:14,15:08:53,0,62,1,0,CH05-w11-r1
CH05,15:07:20.7,150720.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:07:22.7,150722.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:07:24.7,150724.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:07:26.7,150726.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:07:28.8,150728.npz,T22,15:07:14,15:08:53,0,64,1,0,CH05-w11-r1
CH05,15:07:30.8,150730.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:07:32.8,150732.npz,T22,15:07:14,15:08:53,0,56,1,0,CH05-w11-r1
CH05,15:07:34.8,150734.npz,T22,15:07:14,15:08:53,0,47,1,0,CH05-w11-r1
CH05,15:07:36.7,150736.npz,T22,15:07:14,15:08:53,0,44,1,0,CH05-w11-r1
CH05,15:07:38.7,150738.npz,T22,15:07:14,15:08:53,0,50,1,0,CH05-w11-r1
CH05,15:07:40.8,150740.npz,T22,15:07:14,15:08:53,0,55,1,0,CH05-w11-r1
CH05,15:07:42.7,150742.npz,T22,15:07:14,15:08:53,0,54,1,0,CH05-w11-r1
CH05,15:07:44.8,150744.npz,T22,15:07:14,15:08:53,0,54,1,0,CH05-w11-r1
CH05,15:07:46.7,150746.npz,T22,15:07:14,15:08:53,0,48,1,0,CH05-w11-r1
CH05,15:07:48.8,150748.npz,T22,15:07:14,15:08:53,0,46,1,0,CH05-w11-r1
CH05,15:07:50.8,150750.npz,T22,15:07:14,15:08:53,0,42,1,0,CH05-w11-r1
CH05,15:07:52.8,150752.npz,T22,15:07:14,15:08:53,0,47,1,0,CH05-w11-r1
CH05,15:07:54.7,150754.npz,T22,15:07:14,15:08:53,0,40,1,0,CH05-w11-r1
CH05,15:07:56.8,150756.npz,T22,15:07:14,15:08:53,0,57,1,0,CH05-w11-r1
CH05,15:07:58.8,150758.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:00.7,150800.npz,T22,15:07:14,15:08:53,0,64,1,0,CH05-w11-r1
CH05,15:08:02.8,150802.npz,T22,15:07:14,15:08:53,0,59,1,0,CH05-w11-r1
CH05,15:08:04.8,150804.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:06.8,150806.npz,T22,15:07:14,15:08:53,0,43,1,0,CH05-w11-r1
CH05,15:08:08.8,150808.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:10.8,150810.npz,T22,15:07:14,15:08:53,0,65,1,0,CH05-w11-r1
CH05,15:08:12.8,150812.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:14.8,150814.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:16.8,150816.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:18.8,150818.npz,T22,15:07:14,15:08:53,0,59,1,0,CH05-w11-r1
CH05,15:08:20.7,150820.npz,T22,15:07:14,15:08:53,0,59,1,0,CH05-w11-r1
CH05,15:08:22.7,150822.npz,T22,15:07:14,15:08:53,0,67,1,0,CH05-w11-r1
CH05,15:08:24.8,150824.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:26.7,150826.npz,T22,15:07:14,15:08:53,0,15,1,0,CH05-w11-r1
CH05,15:08:28.7,150828.npz,T22,15:07:14,15:08:53,0,68,1,0,CH05-w11-r1
CH05,15:08:30.8,150830.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:08:32.8,150832.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:08:34.8,150834.npz,T22,15:07:14,15:08:53,0,68,1,0,CH05-w11-r1
CH05,15:08:36.8,150836.npz,T22,15:07:14,15:08:53,0,68,1,0,CH05-w11-r1
CH05,15:08:38.8,150838.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:40.8,150840.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:42.8,150842.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:08:44.7,150844.npz,T22,15:07:14,15:08:53,0,66,1,0,CH05-w11-r1
CH05,15:08:46.8,150846.npz,T22,15:07:14,15:08:53,0,68,1,0,CH05-w11-r1
CH05,15:08:48.8,150848.npz,T22,15:07:14,15:08:53,0,68,1,0,CH05-w11-r1
CH05,15:08:50.8,150850.npz,T22,15:07:14,15:08:53,0,70,1,0,CH05-w11-r1
CH05,15:09:22.7,150922.npz,,,,0,25,1,0,
CH05,15:09:24.7,150924.npz,T24,15:09:25,15:09:47,1,41,1,0,
CH05,15:09:26.8,150926.npz,T24,15:09:25,15:09:47,0,32,1,0,CH05-w13-r1
CH05,15:09:28.7,150928.npz,T24,15:09:25,15:09:47,0,14,1,0,CH05-w13-r1
CH05,15:09:30.7,150930.npz,T24,15:09:25,15:09:47,0,78,1,0,CH05-w13-r1
CH05,15:09:32.8,150932.npz,T24,15:09:25,15:09:47,0,78,1,0,CH05-w13-r1
CH05,15:09:34.8,150934.npz,T24,15:09:25,15:09:47,0,78,1,0,CH05-w13-r1
CH05,15:09:36.8,150936.npz,T24,15:09:25,15:09:47,0,78,1,0,CH05-w13-r1
CH05,15:09:38.7,150938.npz,T24,15:09:25,15:09:47,0,78,1,0,CH05-w13-r1
CH05,15:09:40.8,150940.npz,T24,15:09:25,15:09:47,0,81,1,0,CH05-w13-r1
CH05,15:09:42.8,150942.npz,T24,15:09:25,15:09:47,0,78,1,0,CH05-w13-r1
CH05,15:09:44.8,150944.npz,T24,15:09:25,15:09:47,0,80,1,0,CH05-w13-r1
CH05,15:09:46.8,150946.npz,T24,15:09:25,15:09:47,0,80,1,0,CH05-w13-r1
CH05,15:09:48.8,150948.npz,,,,0,74,1,0,
CH05,15:10:42.7,151042.npz,F21,15:10:43,15:11:57,1,12,0,0,
CH05,15:10:44.7,151044.npz,F21,15:10:43,15:11:57,0,18,0,0,
CH05,15:10:46.7,151046.npz,F21,15:10:43,15:11:57,0,15,0,0,
CH05,15:10:48.7,151048.npz,F21,15:10:43,15:11:57,0,20,0,0,
CH05,15:10:50.7,151050.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:10:52.7,151052.npz,F21,15:10:43,15:11:57,0,15,0,0,
CH05,15:10:54.7,151054.npz,F21,15:10:43,15:11:57,0,18,0,0,
CH05,15:10:56.7,151056.npz,F21,15:10:43,15:11:57,0,15,0,0,
CH05,15:10:58.7,151058.npz,F21,15:10:43,15:11:57,0,15,0,0,
CH05,15:11:00.7,151100.npz,F21,15:10:43,15:11:57,0,18,0,0,
CH05,15:11:02.7,151102.npz,F21,15:10:43,15:11:57,0,18,0,0,
CH05,15:11:04.7,151104.npz,F21,15:10:43,15:11:57,0,22,0,0,
CH05,15:11:06.8,151106.npz,F21,15:10:43,15:11:57,0,20,0,0,
CH05,15:11:08.7,151108.npz,F21,15:10:43,15:11:57,0,20,0,0,
CH05,15:11:10.7,151110.npz,F21,15:10:43,15:11:57,0,20,0,0,
CH05,15:11:12.7,151112.npz,F21,15:10:43,15:11:57,0,22,0,0,
CH05,15:11:14.7,151114.npz,F21,15:10:43,15:11:57,0,20,0,0,
CH05,15:11:16.7,151116.npz,F21,15:10:43,15:11:57,0,22,0,0,
CH05,15:11:18.7,151118.npz,F21,15:10:43,15:11:57,0,16,0,0,
CH05,15:11:20.7,151120.npz,F21,15:10:43,15:11:57,0,13,0,0,
CH05,15:11:22.7,151122.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:24.7,151124.npz,F21,15:10:43,15:11:57,0,16,0,0,
CH05,15:11:26.7,151126.npz,F21,15:10:43,15:11:57,0,18,0,0,
CH05,15:11:28.7,151128.npz,F21,15:10:43,15:11:57,0,13,0,0,
CH05,15:11:30.7,151130.npz,F21,15:10:43,15:11:57,0,16,0,0,
CH05,15:11:32.8,151132.npz,F21,15:10:43,15:11:57,0,13,0,0,
CH05,15:11:34.7,151134.npz,F21,15:10:43,15:11:57,0,13,0,0,
CH05,15:11:36.7,151136.npz,F21,15:10:43,15:11:57,0,18,0,0,
CH05,15:11:40.8,151140.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:42.8,151142.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:44.7,151144.npz,F21,15:10:43,15:11:57,0,15,0,0,
CH05,15:11:46.8,151146.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:48.8,151148.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:50.8,151150.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:52.8,151152.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:54.7,151154.npz,F21,15:10:43,15:11:57,0,17,0,0,
CH05,15:11:56.7,151156.npz,F21,15:10:43,15:11:57,0,20,0,0,
CH05,15:11:58.7,151158.npz,,,,0,69,1,0,
CH05,15:12:00.7,151200.npz,V22,15:12:01,15:12:37,1,80,1,0,
CH05,15:12:02.7,151202.npz,V22,15:12:01,15:12:37,0,80,1,0,CH05-w16-r1
CH05,15:12:04.7,151204.npz,V22,15:12:01,15:12:37,0,82,1,0,CH05-w16-r1
CH05,15:12:06.7,151206.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:08.7,151208.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:10.7,151210.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:12.7,151212.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:14.8,151214.npz,V22,15:12:01,15:12:37,0,78,1,0,CH05-w16-r1
CH05,15:12:16.7,151216.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:18.7,151218.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:20.8,151220.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:22.7,151222.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:24.7,151224.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:26.7,151226.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:28.7,151228.npz,V22,15:12:01,15:12:37,0,80,1,0,CH05-w16-r1
CH05,15:12:30.7,151230.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:32.7,151232.npz,V22,15:12:01,15:12:37,0,79,1,0,CH05-w16-r1
CH05,15:12:34.8,151234.npz,V22,15:12:01,15:12:37,0,77,1,0,CH05-w16-r1
CH05,15:12:36.7,151236.npz,V22,15:12:01,15:12:37,0,77,1,0,CH05-w16-r1
CH05,15:12:38.7,151238.npz,,,,0,73,1,0,
CH05,15:12:42.7,151242.npz,,,,0,17,1,0,
CH05,15:12:48.7,151248.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:12:50.7,151250.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:12:52.7,151252.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:12:54.7,151254.npz,F23,15:12:45,15:13:11,0,86,1,0,CH05-w17-r1
CH05,15:12:56.7,151256.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:12:58.7,151258.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:13:00.7,151300.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:13:02.7,151302.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:13:04.7,151304.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:13:06.7,151306.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:13:08.7,151308.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:13:10.7,151310.npz,F23,15:12:45,15:13:11,0,88,1,0,CH05-w17-r1
CH05,15:13:12.7,151312.npz,,,,0,62,1,0,
CH05,15:13:48.7,151348.npz,,,,0,64,1,0,
CH05,15:14:34.7,151434.npz,,,,0,53,1,0,
CH05,15:14:36.7,151436.npz,T32,15:14:37,15:15:03,1,52,1,0,
CH05,15:14:38.7,151438.npz,T32,15:14:37,15:15:03,0,51,1,0,
CH05,15:14:40.7,151440.npz,T32,15:14:37,15:15:03,0,46,1,0,
CH05,15:14:42.7,151442.npz,T32,15:14:37,15:15:03,0,48,1,0,CH05-w20-r1
CH05,15:14:44.7,151444.npz,T32,15:14:37,15:15:03,0,70,1,0,CH05-w20-r1
CH05,15:14:46.7,151446.npz,T32,15:14:37,15:15:03,0,76,1,0,CH05-w20-r1
CH05,15:14:48.8,151448.npz,T32,15:14:37,15:15:03,0,81,1,0,CH05-w20-r1
CH05,15:14:50.8,151450.npz,T32,15:14:37,15:15:03,0,74,1,0,CH05-w20-r1
CH05,15:14:52.7,151452.npz,T32,15:14:37,15:15:03,0,76,1,0,CH05-w20-r1
CH05,15:14:54.8,151454.npz,T32,15:14:37,15:15:03,0,80,1,0,CH05-w20-r1
CH05,15:14:56.8,151456.npz,T32,15:14:37,15:15:03,0,73,1,0,CH05-w20-r1
CH05,15:14:58.8,151458.npz,T32,15:14:37,15:15:03,0,82,1,0,CH05-w20-r1
CH05,15:15:00.8,151500.npz,T32,15:14:37,15:15:03,0,76,1,0,CH05-w20-r1
CH05,15:15:02.8,151502.npz,T32,15:14:37,15:15:03,0,78,1,0,CH05-w20-r1
CH05,15:15:04.8,151504.npz,,,,0,48,1,0,
CH05,15:15:06.7,151506.npz,,,,0,50,1,0,
CH05,15:15:08.7,151508.npz,,,,0,48,1,0,
CH05,15:15:10.8,151510.npz,T33,15:15:11,15:15:45,1,76,1,0,
CH05,15:15:12.7,151512.npz,T33,15:15:11,15:15:45,0,75,1,0,CH05-w21-r1
CH05,15:15:14.7,151514.npz,T33,15:15:11,15:15:45,0,72,1,0,CH05-w21-r1
CH05,15:15:16.7,151516.npz,T33,15:15:11,15:15:45,0,41,1,0,CH05-w21-r1
CH05,15:15:18.7,151518.npz,T33,15:15:11,15:15:45,0,40,1,0,
CH05,15:15:20.7,151520.npz,T33,15:15:11,15:15:45,0,40,1,0,
CH05,15:15:22.7,151522.npz,T33,15:15:11,15:15:45,0,76,1,0,
CH05,15:15:24.7,151524.npz,T33,15:15:11,15:15:45,0,68,1,0,CH05-w21-r2
CH05,15:15:26.7,151526.npz,T33,15:15:11,15:15:45,0,39,1,0,CH05-w21-r2
CH05,15:15:28.7,151528.npz,T33,15:15:11,15:15:45,0,80,1,0,CH05-w21-r2
CH05,15:15:30.7,151530.npz,T33,15:15:11,15:15:45,0,78,1,0,CH05-w21-r2
CH05,15:15:32.7,151532.npz,T33,15:15:11,15:15:45,0,78,1,0,CH05-w21-r2
CH05,15:15:34.7,151534.npz,T33,15:15:11,15:15:45,0,78,1,0,CH05-w21-r2
CH05,15:15:36.7,151536.npz,T33,15:15:11,15:15:45,0,80,1,0,CH05-w21-r2
CH05,15:15:38.7,151538.npz,T33,15:15:11,15:15:45,0,80,1,0,CH05-w21-r2
CH05,15:15:40.7,151540.npz,T33,15:15:11,15:15:45,0,78,1,0,CH05-w21-r2
CH05,15:15:42.7,151542.npz,T33,15:15:11,15:15:45,0,78,1,0,CH05-w21-r2
CH05,15:15:44.7,151544.npz,T33,15:15:11,15:15:45,0,78,1,0,CH05-w21-r2
CH05,15:15:46.7,151546.npz,,,,0,47,1,0,
CH05,15:15:50.7,151550.npz,,,,0,21,1,0,
CH05,15:15:58.7,151558.npz,T34,15:15:57,15:16:26,0,85,1,0,CH05-w22-r1
CH05,15:16:00.7,151600.npz,T34,15:15:57,15:16:26,0,88,1,0,CH05-w22-r1
CH05,15:16:02.7,151602.npz,T34,15:15:57,15:16:26,0,88,1,0,CH05-w22-r1
CH05,15:16:06.7,151606.npz,T34,15:15:57,15:16:26,0,84,1,0,CH05-w22-r1
CH05,15:16:08.7,151608.npz,T34,15:15:57,15:16:26,0,82,1,0,CH05-w22-r1
CH05,15:16:10.7,151610.npz,T34,15:15:57,15:16:26,0,86,1,0,CH05-w22-r1
CH05,15:16:12.8,151612.npz,T34,15:15:57,15:16:26,0,86,1,0,CH05-w22-r1
CH05,15:16:14.8,151614.npz,T34,15:15:57,15:16:26,0,85,1,0,CH05-w22-r1
CH05,15:16:16.7,151616.npz,T34,15:15:57,15:16:26,0,86,1,0,CH05-w22-r1
CH05,15:16:18.8,151618.npz,T34,15:15:57,15:16:26,0,86,1,0,CH05-w22-r1
CH05,15:16:20.7,151620.npz,T34,15:15:57,15:16:26,0,86,1,0,CH05-w22-r1
CH05,15:16:22.8,151622.npz,T34,15:15:57,15:16:26,0,86,1,0,CH05-w22-r1
